refcode,metal,oxidation_state,d_count,donor_set,denticity_pattern,S_SP,S_Td,log_S_SP,log_S_Td,L0_hash,L1_hash,L3_hash
ZIQZEE,Pd,+2,d8,"N,S",4,8.4000,2.9600,0.9243,0.4713,871582530524,635618661675,638663616042
ZIQZOO,Pd,+2,d8,"N,S",4,8.5200,3.0000,0.9304,0.4771,251840946777,431539755627,245720339204
ZIRCUC,Pt,+2,d8,"N,O",2-2,2.9200,0.0400,0.4654,-1.3979,844174598417,207167678716,970685461188
ZIRDOV,Pd,+2,d8,"Cl,N",1-1-1-1,3.0000,0.1500,0.4771,-0.8239,760187841651,177019439713,498981556105
ZIRKIU,Cr,,,N,1-1-1-1,8.4800,2.8800,0.9284,0.4594,517449594572,129275813339,41823244187
ZIRSOK,Cu,+2,d9,S,1-1,2.6300,0.0100,0.4200,-2.0000,7132105239,927359153004,28934277247
ZIRSUQ,Cu,+2,d9,S,1-1,2.6300,0.0100,0.4200,-2.0000,7132105239,927359153004,28934277247
ZISBOU,Ni,+2,d8,S,2-2,8.0800,2.9200,0.9074,0.4654,739539817447,77641825467,280103961730
ZISBUA,Ni,+2,d8,S,2-2,8.0000,2.9300,0.9031,0.4669,916984692804,77641825467,280103961730
ZISBUB,Zn,+2,d10,N,4,2.8800,0.0000,0.4594,-3.0000,938352540779,861958978016,60351052985
ZISCIR,Pt,+2,d8,"Cl,P,Se",2-1-1,2.9400,0.0900,0.4683,-1.0458,600800496596,129515422421,279108584068
ZISCOX,Hg,,,,,4.8900,0.4000,0.6893,-0.3979,995672418788,770838874456,214023943258
ZISCUC01,Fe,+2,d6,,,2.8800,0.0000,0.4594,-3.0000,86839602189,773636067601,412312253151
ZISDIS,Pd,+2,d8,"Cl,P,Se",2-1-1,8.9000,2.9000,0.9494,0.4624,25237380742,128287919190,37605760400
ZISDOW,Cu,+2,d9,,,0.7800,0.6800,-0.1079,-0.1675,715687136243,255361605550,780320495607
ZISDOY,Ag,,,,,2.8700,2.7000,0.4579,0.4314,606240462012,619629044195,755132152382
ZISDUC,Cu,+2,d9,,,5.4300,0.9700,0.7348,-0.0132,640271993952,812006180566,780320495607
ZISDUE,Pt,+2,d8,"Cl,P,Se",2-1-1,8.8100,2.9000,0.9450,0.4624,624895355099,404796319022,743044505189
ZISFAK,Cu,+2,d9,,,5.9200,1.0600,0.7723,0.0253,166731576286,14376352940,780320495607
ZISFIT,Fe,+2,d6,,,4.0600,0.2300,0.6085,-0.6383,452070276966,226360335482,602505455050
ZISFOA,Pd,+2,d8,"Cl,P,Se",2-1-1,8.4400,2.8800,0.9263,0.4594,250940958117,710895236308,558160726320
ZISFOZ,Fe,+2,d6,,,2.7900,0.1600,0.4456,-0.7959,821602216053,542821451516,535122403395
ZISKUJ,Pd,+2,d8,N,2-2,3.0300,0.1300,0.4814,-0.8861,175940463483,502696828008,845305524465
ZISLEU,Pt,+2,d8,"C,N",2-1-1,9.7200,3.0300,0.9877,0.4814,120417422637,394104875651,207927541454
ZISLEV,Co,+2,d7,,,1.7300,0.3000,0.2380,-0.5229,680250692656,483089236357,612682237857
ZISLEV01,Co,+2,d7,,,2.9100,0.3000,0.4639,-0.5229,992381690239,369651514187,612682237857
ZISLIZ,Cu,+2,d9,,,3.9900,0.5800,0.6010,-0.2366,891833939354,348815099905,674730767292
ZISLOF,Zn,+2,d10,,,2.9300,0.3000,0.4669,-0.5229,231061647353,418229463414,521573250428
ZISRIC,Ti,,,,,6.8500,2.3900,0.8357,0.3784,806836395855,856517408443,225565643052
ZISROI,Ti,,,,,3.2800,0.0500,0.5159,-1.3010,836225427506,921592131543,208749999549
ZISROK,Fe,+2,d6,,,2.1200,0.7200,0.3263,-0.1427,567242760935,245010054513,55856361254
ZISRUS,Cu,+2,d9,"N,O",2-2,2.9000,0.0300,0.4624,-1.5229,296063376296,492614001557,852693743356
ZISSAZ,Ni,+2,d8,"C,N,O",3-3,8.4200,18.1700,0.9253,1.2594,546794023269,916385108792,431185765535
ZISSUT,Pd,+2,d8,"Cl,N",1-1-1-1,3.1100,0.2900,0.4928,-0.5376,557066866116,603844624941,552234355029
ZISVEG,Ni,+2,d8,"N,O",3-1,13.1900,18.5900,1.1202,1.2693,167892224342,23060058754,340397766447
ZITFEN,Rh,+3,d6,P,1-1,7.6700,9.4700,0.8848,0.9763,927755911489,716502522082,215498544011
ZITHAO,Rh,+1,d8,"N,P",2-1-1,8.0300,2.9000,0.9047,0.4624,868679727638,69722876562,10948488617
ZITLUJ02,Zn,+2,d10,N,4,2.8700,0.0000,0.4579,-3.0000,621265012674,612983544513,711989483331
ZITNID,Cu,+2,d9,"N,O",1-1-1-1,2.9100,0.0300,0.4639,-1.5229,949388376397,649040136510,675754472140
ZITNOF,Zn,+2,d10,N,4,2.8700,0.0000,0.4579,-3.0000,214399897474,395245303785,122013597608
ZITRAV,Cu,+2,d9,N,2-2-1-1,8.4900,19.3300,0.9289,1.2862,414408366060,620614059686,281523095293
ZITROL,Ni,+2,d8,"N,O",3-1,11.2000,15.9500,1.0492,1.2028,780072447727,443826430948,233420672122
ZITRUR,Ni,+2,d8,"N,O",3-1,11.4100,9.2900,1.0573,0.9680,607921931876,139802509540,308719087229
ZIVGOC,Ni,+2,d8,"N,S",2-2,3.1400,0.2900,0.4969,-0.5376,100769561426,877570229915,834621942362
ZIVKUN,Pd,+2,d8,"C,Cl,N",2-1-1,8.3200,3.4000,0.9201,0.5315,201021350933,175194209718,830858915615
ZIVLAU,Pd,+2,d8,"C,Cl,N",2-1-1,8.3900,3.4600,0.9238,0.5391,247314877413,930731804526,168772128776
ZIVSEE,Cu,+2,d9,,,7.6900,7.5700,0.8859,0.8791,459821112782,361273652427,526759080641
ZIVZUB,Pd,+2,d8,"Cl,N",1-1-1-1,3.0700,0.2300,0.4871,-0.6383,157567646923,171792359917,453563432295
ZIWDAN,Ni,+2,d8,"Br,P",1-1-1-1,2.8900,0.0100,0.4609,-2.0000,694456050077,448534714972,714139081075
ZIWDAO,Ni,+2,d8,"N,P,S",3-1,2.9500,0.1000,0.4698,-1.0000,505117453836,578733347585,556872377592
ZIWFAO,Pt,+4,d6,"Cl,N",2-1-1,12.3300,10.7200,1.0910,1.0302,692236207728,549680012064,381039502231
ZIWFIU,Pd,+2,d8,,,12.4600,4.2800,1.0955,0.6314,78208612078,270938139419,603465877017
ZIWFOA,Pd,+2,d8,"As,P",1-1,5.0100,2.6000,0.6998,0.4150,599606828114,949187500115,917839258887
ZIWFUG,Pd,+2,d8,,,8.8300,7.6600,0.9460,0.8842,778196986549,554120871999,616278451775
ZIWJEX,Co,+2,d7,,,2.0200,0.1800,0.3054,-0.7447,263680313545,403662772026,717762563059
ZIWJUN,Zn,+2,d10,,,3.2900,0.0200,0.5172,-1.6990,651801615889,906802008504,956596277640
ZIWMIF,Cu,+2,d9,,,3.1900,1.0300,0.5038,0.0128,257643163834,82668586859,211310783999
ZIWNAY,Cu,+2,d9,,,5.9300,1.3900,0.7731,0.1430,221845382812,175127756428,648437620284
ZIWTAD,Pd,+2,d8,"Cl,N",1-1-1-1,3.0500,0.2200,0.4843,-0.6576,849543025645,757294139660,634529274602
ZIWTEH,Pd,+2,d8,"Cl,N",1-1-1-1,3.0700,0.2400,0.4871,-0.6198,820712486876,234191500832,483762644697
ZIWXEM,Pt,+2,d8,"C,P",1-1-1-1,3.1200,0.2900,0.4942,-0.5376,350270297251,11260952593,480506699660
ZIWYEL,Rh,+1,d8,,,8.1800,2.6000,0.9128,0.4150,818328987896,849909088700,696782357565
ZIWYOW,Ni,+2,d8,N,4,2.8800,0.0000,0.4594,-3.0000,555028970886,703769181951,804275104297
ZIWZEO,Mn,,,,,2.2800,0.1100,0.3579,-0.9586,179826000996,390057394108,342743155196
ZIWZEO02,Mn,,,,,2.2500,0.1100,0.3522,-0.9586,371245831177,390057394108,342743155196
ZIXBAJ,Pt,+2,d8,"Cl,N,P",1-1-1-1,2.9500,0.0900,0.4698,-1.0458,287567708231,517790926498,736432867221
ZIXFEV,Cu,+2,d9,,,3.3800,1.5100,0.5289,0.1790,211024428999,910131767495,256422090080
ZIXKUM,Au,,,"C,S",2-1-1,8.4100,3.0300,0.9248,0.4814,369935027703,681961856799,318777763198
ZIXMIG,Pd,+2,d8,"C,N",2-2,12.6100,15.3400,1.1007,1.1858,176509262138,579906487318,482023336451
ZIXMUS,Pd,+2,d8,"C,N",2-1-1,9.6800,3.0700,0.9859,0.4871,20307354357,851785906696,113806486505
ZIXNAZ,Pd,+2,d8,"C,N",2-1-1,3.1200,0.3700,0.4942,-0.4318,344939375678,918644077802,96189462977
ZIXTIM,Cu,+2,d9,"N,O",2-2,2.8100,0.0100,0.4487,-2.0000,545265615727,914246209249,981751605482
ZIXVIO,Co,+2,d7,,,1.9600,0.1400,0.2923,-0.8539,725276090776,776831634573,81420164145
ZIXVOU,Zn,+2,d10,,,2.2100,0.1300,0.3444,-0.8861,160806785816,49047581403,329664240192
ZIXVUA,Ni,+2,d8,,,7.1700,2.6600,0.8555,0.4249,318845584586,256180667887,104799179294
ZIXWEK01,Fe,+2,d6,,,3.5500,0.1200,0.5502,-0.9208,64624062975,937546023046,129242224370
ZIYBEQ,Au,,,S,2-2,8.3100,2.8700,0.9196,0.4579,395363914752,833638628380,848746068029
ZIYCAO,Zn,+2,d10,,,5.4100,1.4400,0.7332,0.1584,236163248486,761255137859,939239317651
ZIYCES,Zn,+2,d10,,,3.2300,0.7200,0.5092,-0.1427,566219844320,532393630147,469104083878
ZIYCIW,Pd,+2,d8,"N,O",2-2,8.1100,2.9000,0.9090,0.4624,234094822679,429320378968,994509070395
ZIYKUP,Cu,+2,d9,"N,O",3-1,8.1600,2.8800,0.9117,0.4594,950264882783,331988428819,91361177946
ZIYNEA,Ni,+2,d8,"C,N",3-3,6.4400,15.2600,0.8089,1.1836,511084408560,276062851525,833121485870
ZIYTOT,Pd,+2,d8,"N,S",1-1-1-1,3.0700,0.2400,0.4871,-0.6198,75905729913,330075036451,464957382605
ZIYYAK,Ni,+2,d8,"N,O,P",3-1,19.2300,20.9900,1.2840,1.3220,458037093366,883389866358,499596558024
ZIYYEL,Zn,+2,d10,,,3.2600,0.3000,0.5132,-0.5229,513332554013,69301886070,258558948337
ZIYYEL01,Zn,+2,d10,,,2.6600,0.3600,0.4249,-0.4437,786597448639,69301886070,258558948337
ZIYYEO,Ni,+2,d8,"N,O,P",3-1,19.6200,20.8700,1.2927,1.3195,418466067580,249713574980,902490438368
ZIYYIS,Ni,+2,d8,"N,O,S",3-1,8.2100,2.9600,0.9143,0.4713,694750904398,663586227148,258963580275
ZIYYOV,Cu,+2,d9,"C,O",3-3,8.2900,9.0100,0.9186,0.9547,657514777628,780115955979,28858311449
ZIYYOY,Ni,+2,d8,"N,O,S",3-1,8.2000,2.9500,0.9138,0.4698,445550654533,744264919316,183194527195
ZIYYOY01,Ni,+2,d8,"N,O,S",3-1,8.1900,2.9600,0.9133,0.4713,384027399823,744264919316,183194527195
ZIYZEQ,Mn,,,,,3.4700,0.0300,0.5403,-1.5229,967391002856,390057394108,342743155196
ZIZDAR,Pt,+2,d8,"Cl,N",1-1-1-1,8.8300,2.9700,0.9460,0.4728,19030653245,602772312335,383639527881
ZIZDUK,Zn,+2,d10,,,3.9900,0.1900,0.6010,-0.7212,40611585875,789530959162,930055179907
ZIZFAS,Zn,+2,d10,,,4.5800,0.2600,0.6609,-0.5850,770734278592,485209432870,454981391607
ZIZGAT,Zn,+2,d10,,,4.0800,0.3200,0.6107,-0.4949,32296217082,865811604804,698556544359
ZIZGAU,Mn,,,,,3.0600,0.0000,0.4857,-3.0000,434012298167,390057394108,342743155196
ZIZGEX,Zn,+2,d10,,,3.2800,0.2500,0.5159,-0.6021,71425496216,732100061230,801063286926
ZIZGIB,Zn,+2,d10,,,4.9400,0.5600,0.6937,-0.2518,321043671722,283094063341,820595268801
ZIZGOH,Zn,+2,d10,,,4.5100,0.5000,0.6542,-0.3010,254056406500,451153674256,607882914355
ZIZJIE,Fe,+2,d6,,,4.6000,0.6300,0.6628,-0.2007,355449696271,680685433418,26538184725
ZIZJOK,Fe,+2,d6,,,4.9900,0.6700,0.6981,-0.1739,932051719456,966247890688,819792487883
ZIZKAX,Fe,+2,d6,,,3.2400,0.3800,0.5105,-0.4202,238397387313,723157021209,799644676380
ZIZLAY,Fe,+2,d6,,,8.3700,2.5500,0.9227,0.4065,766555681454,576439783339,962942583520
ZIZLUT,Cu,+2,d9,,,2.9800,0.0300,0.4742,-1.5229,727823506802,972103483575,710028979907
ZNACET02,Zn,+2,d10,,,3.5700,0.4600,0.5527,-0.3372,57943949997,12868398965,514900067883
ZNCIMA01,Zn,+2,d10,,,3.2500,0.2200,0.5119,-0.6576,860410964911,794449420773,602263929275
ZNCIMA02,Zn,+2,d10,,,3.2600,0.2200,0.5132,-0.6576,833794318803,794449420773,602263929275
ZNDITZ02,Zn,+2,d10,,,2.9100,1.5500,0.4639,0.1903,957503677008,15048117159,52673386927
ZNDITZ03,Zn,+2,d10,,,2.2000,1.5800,0.3424,0.1987,159082755896,508671892479,52673386927
ZNDITZ11,Zn,+2,d10,,,2.8700,1.5400,0.4579,0.1875,930107824169,15048117159,52673386927
ZNPHAT01,Zn,+2,d10,,,5.7300,1.1100,0.7582,0.0453,811398241597,592773511402,260889000919
ZNPHAT02,Zn,+2,d10,,,5.7000,1.1000,0.7559,0.0414,623029320523,592773511402,260889000919
ZNPHAT03,Zn,+2,d10,,,5.7300,1.1100,0.7582,0.0453,811398241597,592773511402,260889000919
ZNPORT01,Zn,+2,d10,N,4,2.8800,0.0000,0.4594,-3.0000,654541244656,598573173185,818140150603
ZNPORT02,Zn,+2,d10,N,4,2.8800,0.0000,0.4594,-3.0000,654541244656,598573173185,818140150603
ZNPYRC01,Zn,+2,d10,,,2.5300,0.2700,0.4031,-0.5686,235718798958,858600256890,897909266194
ZNPYRC03,Zn,+2,d10,,,3.4400,0.2900,0.5366,-0.5376,507599878958,858600256890,897909266194
ZNPYRC04,Zn,+2,d10,,,3.4900,0.2800,0.5428,-0.5528,720291918638,858600256890,897909266194
ZNPYRC05,Zn,+2,d10,,,3.4700,0.2800,0.5403,-0.5528,833412463145,858600256890,897909266194
ZNPYRC06,Zn,+2,d10,,,3.5100,0.2900,0.5453,-0.5376,995465346094,858600256890,897909266194
ZNPYRC07,Zn,+2,d10,,,2.5400,0.2700,0.4048,-0.5686,128130165390,858600256890,897909266194
ZNTPBZ,Zn,+2,d10,,,0.9900,0.5300,-0.0044,-0.2757,151669416261,895948695714,871062016255
ZOBBIF,Zn,+2,d10,,,2.4100,0.5100,0.3820,-0.2924,723521490393,168271194175,92699486917
ZOBBOL,Zn,+2,d10,,,2.6200,0.7000,0.4183,-0.1549,11642740096,653346581580,323048016784
ZOBBUR,Zn,+2,d10,,,3.0100,1.0100,0.4786,0.0043,476737130187,698572812933,238158755902
ZOBCAY,Zn,+2,d10,,,2.6600,0.4900,0.4249,-0.3098,171957211051,428878454274,190466081432
ZOBCOM,Zn,+2,d10,,,3.2200,0.8100,0.5079,-0.0915,985505732,850848148485,518470839939
ZOBMIO,Cu,+2,d9,"N,O",4,9.3200,2.9400,0.9694,0.4683,882773274501,681757665914,363371031767
ZOBPAK,Pt,+2,d8,"Cl,N,S",1-1-1-1,2.9800,0.1300,0.4742,-0.8861,452079089509,461053186912,654679537250
ZOBVAQ,Zn,+2,d10,,,3.1300,0.0200,0.4955,-1.6990,708413332602,274152751043,314234232719
ZOBXAR,Zn,+2,d10,,,5.9400,6.3200,0.7738,0.8007,609068841182,123488070420,324394924801
ZOCBIE,Cu,+2,d9,,,3.2700,0.9600,0.5145,-0.0177,289063230794,595430901878,790926525961
ZOCFEF,Cu,+2,d9,,,1.8000,0.3400,0.2553,-0.4685,766521387575,537958580479,839543285677
ZOCFIJ,Cu,+2,d9,,,1.9000,0.2900,0.2788,-0.5376,472677703627,702105061014,546699951796
ZOCFOP,Cu,+2,d9,,,2.4500,0.1800,0.3892,-0.7447,33119822773,780833203801,476848613239
ZOCFUV,Cu,+2,d9,,,1.9100,0.2700,0.2810,-0.5686,830830746405,912608979,678100205983
ZOCGAC,Cu,+2,d9,,,2.2400,0.1500,0.3502,-0.8239,435923393723,562365918302,438207124959
ZOCGEG,Cu,+2,d9,,,3.9300,0.2600,0.5944,-0.5850,76879002134,247152009355,240647515227
ZOCGIK,Cu,+2,d9,,,3.9800,0.3700,0.5999,-0.4318,208404329365,14484552253,995070475702
ZOCRUI,Pt,+2,d8,"Cl,N",2-1-1,10.0500,3.2400,1.0022,0.5105,38301858289,96177556050,509997194237
ZOCVAR,Co,+2,d7,,,1.9200,1.3400,0.2833,0.1271,239845295930,555335541600,722997492341
ZOCVAS01,Mn,,,,,2.4900,0.0100,0.3962,-2.0000,202452021306,580799577060,466267000417
ZOCVEV,Co,+2,d7,,,2.8800,1.8000,0.4594,0.2553,513095796961,128025300873,102929323702
ZOCVIZ,Co,+2,d7,,,1.9800,1.7400,0.2967,0.2405,121688345356,795656964548,757739782504
ZOCVOF,Co,+2,d7,,,2.0600,1.6300,0.3139,0.2122,35901216774,108835204981,841881801503
ZOCWIX,Pt,+2,d8,S,4,8.4600,2.8800,0.9274,0.4594,774610625567,352795529610,542690870980
ZOCYIC,Sc,,,,,8.4000,10.3900,0.9243,1.0166,863278547446,824477247227,246463981546
ZOCYOH,Pd,+2,d8,"C,O",1-1,8.6400,2.8700,0.9365,0.4579,554214294297,101161892654,803025876420
ZOCYOI,Sc,,,,,4.6600,7.2300,0.6684,0.8591,531937898792,504958294094,132803004120
ZOCYUN,Pd,+2,d8,"C,Cl,O,P",2-1-1,2.9800,0.1200,0.4742,-0.9208,679096325679,117690391266,896924521312
ZOCZUM,Ni,+2,d8,"Br,C,N",2-1-1,16.8500,19.4000,1.2266,1.2878,331731884418,602905037939,407006504515
ZODBUP,Ta,,,,,3.1000,7.1700,0.4914,0.8555,328193073385,608249978612,151157000443
ZODKUY,Cu,+2,d9,"N,O",3-1,15.2500,17.0300,1.1833,1.2312,346338344303,173720202986,187115832290
ZODMAI,Ni,+2,d8,"N,O",4,18.3000,19.6200,1.2625,1.2927,894673543251,125032490716,831609705410
ZODQOY,Pd,+4,d6,"C,N,O",3-3,8.7300,16.1200,0.9410,1.2074,287529406236,794025743180,707386061937
ZODQOY01,Pd,+2,d8,"N,O",2-2,9.1800,7.2100,0.9628,0.8579,565175152403,643357422103,67002060055
ZODQUE,Pd,+2,d8,"Cl,N",1-1-1-1,3.0100,0.1600,0.4786,-0.7959,316688660576,478459392828,795338713184
ZODREP,Ni,+2,d8,"C,O,P",2-1-1,3.0100,0.2600,0.4786,-0.5850,909523960178,520214572130,201599899786
ZODRIT,Ni,+2,d8,"C,O,P",2-1-1,6.8100,4.8500,0.8331,0.6857,764154672690,909663794738,358576262718
ZODVUJ,Ni,+2,d8,S,2-2,2.8900,0.0100,0.4609,-2.0000,457146461916,131812069632,675949740079
ZODYEZ,Cu,+2,d9,,,4.4500,2.0000,0.6484,0.3010,617046572345,920135398183,253502929025
ZODYID,Cu,+2,d9,,,4.1500,1.9300,0.6180,0.2856,189649506834,211904384918,53256127205
ZODYOJ,Cu,+2,d9,,,5.2000,2.0300,0.7160,0.3075,481592888524,398487686788,737690541170
ZODZAW,Cu,+2,d9,,,4.0300,2.0200,0.6053,0.3054,506905741140,238241821123,391493868839
ZODZID,Au,,,"C,Cl",2-1-1,3.2000,0.3300,0.5051,-0.4815,951870307643,741914601568,318975482704
ZOFGIM,Mn,,,,,2.5100,2.3400,0.3997,0.3692,560398405820,948794647491,496746329487
ZOFHIL,Zn,+2,d10,,,4.6400,0.8600,0.6665,-0.0655,677989707865,369146269106,107184193488
ZOFHOR,Zn,+2,d10,,,3.5300,1.1500,0.5478,0.0607,579147736868,678576126262,239488326555
ZOFJAF,Ir,,,"Br,C,P",1-1-1-1,8.6500,2.9700,0.9370,0.4728,507236136332,137331709414,233375985506
ZOFJEJ,Pt,+2,d8,"P,S",2-1-1,9.5700,3.1100,0.9809,0.4928,457515823946,543902576815,164056664242
ZOFJIN,Cu,+2,d9,,,9.2900,1.9200,0.9680,0.2833,775490913022,679160629887,767281743681
ZOFPOZ,Cu,+2,d9,"N,O",3-1,1.2800,7.5300,0.1072,0.8768,977849722829,213329420786,820965183968
ZOFREU,Pd,+2,d8,"C,N",1-1,9.1700,3.0200,0.9624,0.4800,638352602369,967305495457,65785642245
ZOFROE,Pd,+2,d8,"Br,C,N",2-1-1,8.2300,3.0500,0.9154,0.4843,601102862562,761840163798,608296280313
ZOFSOG,Pd,+2,d8,"C,Cl,N",2-1-1,7.5600,3.2500,0.8785,0.5119,500456054041,98582449370,24009064239
ZOGGOR,Rh,+1,d8,"Cl,P",1-1,7.7200,2.8200,0.8876,0.4502,524116042288,56975136905,585577583064
ZOGKOX,Pd,+4,d6,"C,N,O",3-3,13.4500,19.3700,1.1287,1.2871,83973884873,655665519586,353639680301
ZOGMEP,Zn,+2,d10,,,3.1200,1.0300,0.4942,0.0128,730421846385,960142835579,681618299160
ZOGMIT,Hg,,,,,2.8900,1.6300,0.4609,0.2122,103155646234,656483597987,838472436072
ZOGWOL,Cu,+2,d9,"N,O",2-2,2.9300,0.0600,0.4669,-1.2218,849967868439,535105277649,629500358895
ZOGXUS,Zn,+2,d10,,,4.2300,0.5500,0.6263,-0.2596,565884295131,675671145203,115820583107
ZOGYAZ,Zn,+2,d10,,,2.0200,0.0900,0.3054,-1.0458,349811458749,7060696738,538090912120
ZOGYOM,Pt,+2,d8,"C,N",2-1-1,9.6200,3.0100,0.9832,0.4786,835465476697,830296466393,919540687783
ZOGYUS,Pt,+2,d8,"C,N",2-1-1,9.6300,3.0100,0.9836,0.4786,515991924562,830296466393,919540687783
ZOGZAZ,Pt,+2,d8,"C,N",2-1-1,9.5900,3.0000,0.9818,0.4771,142782954254,830296466393,919540687783
ZOGZUT,Pt,+2,d8,"C,N",2-1-1,9.6100,3.0100,0.9827,0.4786,847868715116,830296466393,919540687783
ZOHGOV,Pd,+2,d8,"C,N",4,7.5600,3.4100,0.8785,0.5328,728459889342,531782990377,407983956514
ZOHJAJ,Pd,+2,d8,"C,I",1-1-1-1,3.5200,0.8100,0.5465,-0.0915,625098921421,533585573205,893899750739
ZOHJEN,Pd,+2,d8,"C,I",2-1-1,3.4300,0.7300,0.5353,-0.1367,5167029327,658286492582,448767978290
ZOHJIR,Pd,+2,d8,"Br,C",1-1-1-1,3.2200,0.4300,0.5079,-0.3665,140033273735,737346772330,100973589361
ZOHKEP,Cu,+2,d9,,,4.7700,0.6700,0.6785,-0.1739,205711863144,812006180566,780320495607
ZOHLUF,Pd,+2,d8,"C,I",1-1-1-1,8.8400,3.4600,0.9465,0.5391,774423217933,418769783458,126453206635
ZOHMOA,Co,+2,d7,,,2.4900,0.0600,0.3962,-1.2218,946141224331,580546520791,4953114998
ZOHQOE,Ni,+2,d8,N,4,8.6200,2.8800,0.9355,0.4594,463316834238,249294828221,177554899891
ZOHQUK,Ni,+2,d8,N,4,2.8600,0.0000,0.4564,-3.0000,681714743054,354193793000,950972316208
ZOHRAR,Ni,+2,d8,N,4,2.8800,0.0000,0.4594,-3.0000,926705777032,446801198410,607974406764
ZOHRIB,Pd,+2,d8,"Cl,S",1-1-1-1,3.0100,0.1100,0.4786,-0.9586,811027094265,376835564928,144213517780
ZOHRUN,Pd,+2,d8,"Cl,S",1-1-1-1,2.9000,0.0500,0.4624,-1.3010,589693855439,548246229523,442171040288
ZOJBAE,Cd,,,,,2.3000,0.0400,0.3617,-1.3979,144158305888,480891102715,817397147755
ZOJBAE01,Cd,,,,,3.3600,0.0500,0.5263,-1.3010,449552033739,480891102715,817397147755
ZOJBUY,Zn,+2,d10,,,3.4500,0.5800,0.5378,-0.2366,119605529862,498566069880,647024614278
ZOJBUY01,Zn,+2,d10,,,3.3800,0.5600,0.5289,-0.2518,284575106064,498566069880,647024614278
ZOJCIK,Zr,,,,,2.9700,0.0300,0.4728,-1.5229,728510087237,316971678807,998100677995
ZOJDOU,Cu,+2,d9,"N,O",2-2,2.8800,0.0000,0.4594,-3.0000,991781439145,597179394404,31374573822
ZOJGOX,Co,+2,d7,,,2.0900,0.4600,0.3201,-0.3372,109051511204,67943926867,795665938326
ZOJHAH,Pd,+2,d8,"Br,N",2-1-1,9.2600,3.1200,0.9666,0.4942,85930078486,394703843216,399365845183
ZOJHUB,Pd,+2,d8,"P,Se",1-1-1-1,2.9500,0.0800,0.4698,-1.0969,99557613188,399462147379,273294964805
ZOJHUE,Pt,+2,d8,S,2-2,6.9100,3.8600,0.8395,0.5866,879264354415,631900601203,323253328168
ZOJHUE01,Pt,+2,d8,S,2-2,6.9100,3.8700,0.8395,0.5877,844056179130,631900601203,323253328168
ZOJJAJ,Pt,+2,d8,"P,Se",1-1-1-1,2.9600,0.0800,0.4713,-1.0969,900868345864,678254394093,686513126018
ZOJJAM,Pt,+2,d8,S,2-2,3.8700,0.8600,0.5877,-0.0655,811925632466,318411417123,40244380251
ZOJKOA,Cu,+2,d9,N,4,2.8800,0.0000,0.4594,-3.0000,565180843480,29318242391,1618905586
ZOJKOA01,Cu,+2,d9,N,4,2.8800,0.0000,0.4594,-3.0000,565180843480,29318242391,1618905586
ZOJLOC,Zn,+2,d10,,,4.1800,0.9200,0.6212,-0.0362,177710294838,31877790180,90859318304
ZOJLUI,W,,,,,3.1200,0.1300,0.4942,-0.8861,976656608711,772132505289,279825155821
ZOJPIX,Ni,+2,d8,N,2-2,2.8800,0.0000,0.4594,-3.0000,884814955383,277353754119,442277603643
ZOJPOD,Ni,+2,d8,N,3-3,7.9900,11.0300,0.9025,1.0426,621420408872,940525777227,480817297166
ZOJPUJ,Co,+2,d7,,,1.5500,0.5800,0.1903,-0.2366,656136323118,141336218100,82656731181
ZOJPUJ01,Co,+2,d7,,,1.4700,0.5500,0.1673,-0.2596,971353941598,141336218100,82656731181
ZOJTID,Pd,+2,d8,S,2-2,3.8300,0.8200,0.5832,-0.0862,556999016748,622931077297,340372260009
ZOJTOH,Zn,+2,d10,,,4.2500,1.0100,0.6284,0.0043,922738899803,183648040001,959136787231
ZOJVAX,Pd,+2,d8,S,2-2,3.8600,0.8500,0.5866,-0.0706,168060345863,131449015645,526985632369
ZOJXIF,Ni,+2,d8,"N,S",2-2,3.0700,0.2300,0.4871,-0.6383,414856052480,514047149889,690801961543
ZOJYIJ,Fe,+2,d6,,,5.1500,1.1300,0.7118,0.0531,99264595200,459720387580,337036870096
ZOJYOP,Fe,+2,d6,,,5.4100,1.0800,0.7332,0.0334,994125726252,822172958987,757143395883
ZOKGUF,Cu,+2,d9,,,3.9600,1.3500,0.5977,0.1303,966167892786,277087706313,314953075559
ZOKZEI,Pd,+2,d8,"N,O",2-2,10.1100,3.1200,1.0048,0.4942,321680177905,248111509429,933932467451
ZOLBIP,Fe,+2,d6,C,2-2,10.8400,6.8900,1.0350,0.8382,695189110389,959727595126,162777724438
ZOLBOV,Fe,+2,d6,C,2-2,10.8800,6.9300,1.0366,0.8407,380326207029,855356989765,404740400038
ZOLBUB,Fe,+2,d6,C,2-2,10.8600,6.9100,1.0358,0.8395,131286575847,823194474955,528224168200
ZOLCAI,Fe,+2,d6,C,2-2,10.9100,6.9600,1.0378,0.8426,921226206802,896720214568,230060086421
ZOLCEM,Fe,+2,d6,C,1-1,11.4300,9.5000,1.0580,0.9777,234685899991,294283576946,726596138809
ZOLCIO,Cr,,,,,6.9600,2.4600,0.8426,0.3909,598748029357,672431849053,588469147746
ZOLCIQ,Fe,+2,d6,C,1-1,11.4300,9.4500,1.0580,0.9754,712193432485,577342265748,727058903713
