selection_order,gate_member,stratum_selection_rank,mol_id,fold,metal,cn,graph_sha256,canonical_smiles,source_member,source_payload_bytes,source_payload_sha256,n_atoms,selection_score_sha256,ligand_payloads_json,ligand_payload_provenance_json,connectivity_status_json
221,False,57,BABDOY,4,Ni,5,bd598bff2831155e6c126449042215a046a75d85d48d3430c3b06a64b30e69fd,[Br-]->[Ni+2]12(<-[Br-])<-n3c(CS->1c1ccccc1)cccc3CS->2c1ccccc1,xyz/BABDOY.xyz,1477,c9cd461e294dc75ad6ef81a466c641dfcded398f59c3ae2fbeb67f6c3a1a0645,42,22f69cb400898d3aebbdf6ddca159a650740ec3499db0dcb7a07f03233620fb4,"[""[H]C([H])C1NC(C([H])[H])C([H])C([H])C1[H]"",""[H]C1C([H])C([H])C(S)C([H])C1[H]"",""[H]C1C([H])C([H])C(S)C([H])C1[H]"",""Br"",""Br""]","[""SMILES"",""SMILES"",""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
222,False,35,KUMXEX,2,Rh,6,2b5bf8bb03d3862f23bf9df077c678e57553fb943b4330a44143966900cddf45,Clc1ccc(N2=Nc3ccccn3->[Rh+3]<-234(<-N(=Nc2ccccn->32)c2ccc(Cl)cc2)<-[N-](N=c2cccc[n-]->42)c2ccc(Cl)cc2)cc1,xyz/KUMXEX.xyz,2458,dbd8acccb333c324bd53463e0d4a1fea5e76c7fc4b52710b7532ca130984fe64,70,236e27f4e373c2a52503b9d7d0994e0b1e4b5eb98dbee7eb97d24de0131dd3eb,"[""[H]C1NC(NNC2C([H])C([H])C(Cl)C([H])C2[H])C([H])C([H])C1[H]"",""[H]C1NC(NNC2C([H])C([H])C(Cl)C([H])C2[H])C([H])C([H])C1[H]"",""[H]C1NC(NNC2C([H])C([H])C(Cl)C([H])C2[H])C([H])C([H])C1[H]""]","[""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
223,False,7,DEDMEG,0,Fe,6,66b38019cfdaeb2f7d490babd238101ccca46408e36eb587f0a1d026cc982031,Cn1cn(->[Fe+2](<-[N-]=C=S)(<-[N-]=C=S)(<-n2cnn(C)c2)(<-n2cnn(C)c2)<-n2cnn(C)c2)cn1,xyz/DEDMEG.xyz,1790,59f8354ad5be947a7f979ae5ac741d603e364e14e9101537fb7ef46eb6df162e,51,23dceddcbd255814aec5641bcb7a0c675de35fa9850bba4114b0cc7c59e2671c,"[""[H]C1NC([H])N(C([H])([H])[H])N1"",""[H]C1NC([H])N(C([H])([H])[H])N1"",""[H]C1NC([H])N(C([H])([H])[H])N1"",""[H]C1NC([H])N(C([H])([H])[H])N1"",""NCS"",""NCS""]","[""SMILES"",""SMILES"",""SMILES"",""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
224,False,33,MADGUX,1,Zn,5,d7638d4a3e0b73f518ed3f26084ed0e43bb00de4ee79ed1e3f946c51ecafd78a,Clc1cc(Cl)c2[O-]->[Zn+2]3456<-[O-]c7c(Cl)cc(Cl)cc7C=N->3c3ccccc3S->4CCCCS->5c3ccccc3N->6=Cc2c1,xyz/MADGUX.xyz,2214,6c41acd26b85635112a1e687b4e4be6b6d0cd785d8686b6888434b6c5dfe7fea,63,242d9c9f5c6f14c0c410b2c0ad6034ed0a7e5e9488a3da1aa31e70c0bae38dc5,"[""[H]C(NC1C([H])C([H])C([H])C([H])C1S)C1C([H])C(Cl)C([H])C(Cl)C1O"",""[H]C(NC1C([H])C([H])C([H])C([H])C1S)C1C([H])C(Cl)C([H])C(Cl)C1O""]","[""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
225,False,42,TEXJAK,3,Zn,5,da862aa8d57128746196ccfb0b084cee48bcea71d9ae465bca872464316d1cde,[Cl-]->[Zn+2]12(<-[Cl-])<-n3ccccc3-c3nc(-c4ccccn4)nc(-c4ccccn->14)n->23,xyz/TEXJAK.xyz,1372,6df02633e5e4dc5e2e1189cbe5219091128b5f532d4d9363967f81c84a02d3f6,39,24678d6d1933096ea2c53bf10ffbabc6d6a5cea0b782e081055d9e7a97076896,"[""[H]C1NC(C2NC(C3NC([H])C([H])C([H])C3[H])NC(C3NC([H])C([H])C([H])C3[H])N2)C([H])C([H])C1[H]"",""Cl"",""Cl""]","[""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
226,False,65,OFAHOW,4,Ni,5,3fb97e11d5a33db63c18015ba8a34ee07ca998b068776b1974f07b7f52765d77,O=C([S-]->[Ni+2]1(<-[S-]C(=O)c2ccco2)<-P(C=CP->1(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1)c1ccco1,xyz/OFAHOW.xyz,2560,7ff350a25f67e453fa24d7d1e41c8ff6c99ba6f3ecf44ff2655f3cc4063b4b1e,73,248f013f749c6ef536fd567a2596c8dbe469d121598ce70055194e0754c3102c,"[""[H]C1OC(C(O)S)C([H])C1[H]"",""P"",""P"",""[H]C1OC(C(O)S)C([H])C1[H]""]","[""SMILES"",""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
227,False,16,QOYKAT,1,Zn,5,48438dcaa06a7319059d601511d71070164f2296109494add88e4fac14526dae,COc1cccc2C=N(c3ccccn3)->[Zn+2]3(<-[O-]c21)<-[O-]c1c(C=N->3c2ccccn2)cccc1OC,xyz/QOYKAT.xyz,2000,79c56d03a06fc1d8c9b72694bf5d76e6138227558e2d0f7117f1022184baeebe,57,24c5da976d92702f0e89097573478d84df61d6aaaf039155d17287c3f8a57fa4,"[""[H]C1NC(NC([H])C2C([H])C([H])C([H])C(OC([H])([H])[H])C2O)C([H])C([H])C1[H]"",""[H]C1NC(NC([H])C2C([H])C([H])C([H])C(OC([H])([H])[H])C2O)C([H])C([H])C1[H]""]","[""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
228,False,37,IYEXIV,2,Ir,6,515753327af4292a1621d0a4e419d020e64aa027a50ff86c42934c1980f52837,CS(C)(=O)->[Ir+3](<-[Br-])(<-[Br-])(<-[Br-])(<-[Br-])<-S(C)(C)=O,xyz/IYEXIV.xyz,884,c264ccb92be81d164c401573d6f97684da6a9190723a55b6344969726a66af00,25,24cdc213215419d44e8f6eebabba8f7ebd7376001d9b23b9cf94b5bc2970e010,"[""OS"",""OS"",""Br"",""Br"",""Br"",""Br""]","[""SMILES"",""SMILES"",""SMILES"",""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
229,False,14,MIZJOV,0,Pt,4,2dfec6d4659642ac1795f05abcae4490c44fd3f04f5d293eef11c9aef987daac,N#[C-]->[Pt+2]12<-n3ccccc3-c3cc(-c4ccccc4Cl)cc(-c4ccccn->14)n->23,xyz/MIZJOV.xyz,1476,21684691095b6aae723f7ddfece39fc8070b4494c9e464e344b11de891a04e33,42,256633dafe544c45036df967bf94e55ae99a7e7f99ea0996fb4ff849003b363f,"[""[H]C1NC(C2NC(C3NC([H])C([H])C([H])C3[H])C([H])C(C3C([H])C([H])C([H])C([H])C3Cl)C2[H])C([H])C([H])C1[H]"",""CN""]","[""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
230,False,22,GENZII,2,Cr,6,792a1ff51ac34081e039998058bee5275c95b3283f525af705b5edbbb8cb6fa3,[Cl-]->[Cr+2]12(<-[Cl-])(<-N(=Nc3ccccn->13)c1ccccc1)<-N(=Nc1ccccn->21)c1ccccc1,xyz/GENZII.xyz,1722,61afccd828c2feb3872256326207ed4df14de9117c55990d69229317767c7ba5,49,2597e93b58caf9d0d178ffa554469b92f9448479ed78526499f699f887e2534c,"[""[H]C1NC(NNC2C([H])C([H])C([H])C([H])C2[H])C([H])C([H])C1[H]"",""[H]C1NC(NNC2C([H])C([H])C([H])C([H])C2[H])C([H])C([H])C1[H]"",""Cl"",""Cl""]","[""SMILES"",""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
231,False,33,OBOKAT,3,Ni,6,00acbb9a2e93f0e1b047d831beb75e4962982dd5fcc7852814c73639e41a1af3,S=C=[N-]->[Ni+2]12(<-[N-]=C=S)(<-n3ccccc3Nc3ccccn->13)<-n1ccccc1Nc1ccccn->21,xyz/OBOKAT.xyz,1790,5935f1f7d62ea905e31d467b428bf9e8f64a8f7111e5d5ae747a31fdf3dbd602,51,25c8a8df124ab3a205e56e82dc5dcb50ebf6a3419935c1ef54582ec64df30fd6,"[""[H]C1NC(N([H])C2NC([H])C([H])C([H])C2[H])C([H])C([H])C1[H]"",""[H]C1NC(N([H])C2NC([H])C([H])C([H])C2[H])C([H])C([H])C1[H]"",""NCS"",""NCS""]","[""SMILES"",""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
232,False,66,KAMYOP,0,Pt,4,a1e256cc5f1aa21d8a17792bf705aa03486008bc85380ecb83dd128d6d42fef9,COc1ccc(P(c2ccc(OC)cc2)(c2ccc(OC)cc2)->[Pt+2]2(<-[Cl-])<-[c-]3ccc4c(sc5ccccc54)c3-c3ccccn->23)cc1,xyz/KAMYOP.xyz,2701,33e5d74fdf12b0cbf539def5606d27b3c7fd2129da376d5f58eba73cc686e27c,77,278fc707f594e8006cf4f89df701b0e07c6f5e59e606d3d44c47b9028434f385,"[""[H]C1CC(C2NC([H])C([H])C([H])C2[H])C2SC3C([H])C([H])C([H])C([H])C3C2C1[H]"",""P"",""Cl""]","[""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
233,False,57,XOVFOD,2,Pt,4,72e505cc6469b74a68ab2bade4b1e18b148728ac5a57e833dd1124dc6cadaf32,CS(C)->[Pt+2]12<-n3c(-c4cc5ccccc5[n-]->14)cccc3-c1cc3ccccc3[n-]->21,xyz/XOVFOD.xyz,1650,0c7fa11e26e0fa047eab9a51074fd7c5f9617b16db42dc56a61e8f04ff9fb56d,47,27c4c2eb1bdf823eba4c9f3aa540e65155292cd7997c197486de885e1971c8aa,"[""[H]C1C([H])C(C2NC3C([H])C([H])C([H])C([H])C3C2[H])NC(C2NC3C([H])C([H])C([H])C([H])C3C2[H])C1[H]"",""S""]","[""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
234,False,48,APELEP,4,Fe,5,3c44d9a479190802a8d3b1ac40d132692f05a0ef522fc193faf0c18c380cb6a1,[O+]#[C-]->[Fe+2]12(<-[C-]#[O+])<-[N-]3C=CC=CC3=C(c3ccccc3)[N-]->1c1ccccc1P->2(c1ccccc1)c1ccccc1,xyz/APELEP.xyz,2140,b655f13371380009f17ca2223d4c9cd6cd3941f7741cf0647eba882d6d2b72a0,61,2834f5a9c9e0ec993dbed0c33a2892de82ad0b7ad7bab9cf49344c829140983a,"[""[H]C1CC(NC(C2NC([H])C([H])C([H])C2[H])C2C([H])C([H])C([H])C([H])C2[H])C([H])C([H])C1[H]"",""CO"",""CO"",""P""]","[""SMILES"",""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
235,False,18,LERBES,4,Ir,4,c1a80f64c9a78d66150741f9e40c787f4dc298e34aae4119fcc4ed0a75f5dea8,CC(C)(C)P1(Nc2cccc3OP(C(C)(C)C)(C(C)(C)C)->[IrH+2]<-1(<-[Cl-])<-[c-]23)C(C)(C)C,xyz/LERBES.xyz,2421,d726f7428ba49c9c69012df6bad683fef9206cd91d9115baea44ceeabba92d53,69,284f77a9bb918a2741b2c9292f067ea88b1ea45ad63419171a6b29b3fcf42964,"[""[H]C1C(OP)CC(N([H])P)C([H])C1[H]"",""Cl""]","[""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
236,False,22,TEJXEM,1,Fe,5,edd0459527ee1f9401c4df9b3543ce627ade7ddcc8e90f7ccdef80a14053373c,[O+]#[C-]->[Fe](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-P(C1CCCCC1)(C1CCCCC1)C1CCCCC1,xyz/TEJXEM.xyz,2140,cdbf9c3be32a2e53fa8e9dfd8511815caa26e868259790798467c7b8103e14ef,61,285912efc4383d26b0c71d8efaed273a65e1a0f510619cd2019028ca8ebcb7d5,"[""CO"",""CO"",""CO"",""CO"",""P""]","[""SMILES"",""SMILES"",""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
237,False,9,JEKSUR,0,Rh,6,5666675943fbf2336e7b758c7254c173bc611676f40f9db1433e2099dc855d0f,CO->[Rh+3]1(<-[Cl-])(<-[Cl-])(<-[Cl-])<-O=c2oc3ccc(Br)cc3cc2-c2[nH]c3ccccc3n->12,xyz/JEKSUR.xyz,1409,32c2e27f2734902cb87b01f20f29bd118da84ec4e4e7b95ef0e9263df530cc38,40,28d97959e7d5383ade29492c49edf32f525012980e4355d1e61f9149fe410c4a,"[""[H]C1CC([H])C2C([H])C(C3NC4C([H])C([H])C([H])C([H])C4N3[H])C(O)OC2C1[H]"",""[H]OC([H])([H])[H]"",""Cl"",""Cl"",""Cl""]","[""SMILES"",""SMILES"",""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
238,False,27,LICMEQ,0,Zn,5,a438e6e576abc6eb5c2b12b57ce9ef74beb61e0e000b643d1d2d070b15deb218,C1c2ccccc2[O-]->[Zn+2]23(<-[O-]c4ccccc4C=N->2c2ccccc2N->3=1)<-n1ccccc1,xyz/LICMEQ.xyz,1755,b1d397692ea8f56c24333aeff3721f65215f30a0bb4a0e7a7872604a8a513274,50,297c5167472702d0c713bc575328ad44dcfc0243dd69f13af20f95a5cff9c90d,"[""[H]C(NC1C([H])C([H])C([H])C([H])C1NC([H])C1C([H])C([H])C([H])C([H])C1O)C1C([H])C([H])C([H])C([H])C1O"",""[H]C1NC([H])C([H])C([H])C1[H]""]","[""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
239,False,24,FANJAI,0,Pd,4,505cd2f96238c21e612c1fa0c849d51298127f3e3fabcdfac2a7df70708c9bb4,CC1(C)CC(=O)CC(C)(C)P12Cc1ccccc1CP1(->[Pd+2]<-2(<-[O-]C(=O)C(F)(F)F)<-[O-]C(=O)C(F)(F)F)C(C)(C)CC(=O)CC1(C)C,xyz/FANJAI.xyz,2980,12f680733adb07b9a5273cf0c23e623071b643e6acbb516742b717b523c69783,85,29c56fcefdc18cafb2ebd272d4ed31a6e5eff3d486bf53ece2886df463b07f27,"[""OC(O)C(F)(F)F"",""OC(O)C(F)(F)F"",""P"",""P""]","[""SMILES"",""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
240,False,22,PPTCFE,0,Fe,5,2ae1095da8d3fc5e1ec3f8b920f504627968484a5dd68fcb774ad24bf9eccad2,[O+]#[C-]->[Fe](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-P(c1ccccc1)(c1ccccc1)c1ccccc1,xyz/PPTCFE.xyz,1510,6b8768e15a99559a9549de57997e4cd8bed8af843adb0bee0f55e27b493e41b3,43,2a62eb0e928d8c6aa945351aa020237d5948b041e1576cbe6be47d6457cde171,"[""CO"",""CO"",""CO"",""CO"",""P""]","[""SMILES"",""SMILES"",""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
241,False,54,PARHUM,0,Pd,4,b751a387d82f589406dae9e709b3bd36b970db89d2595b686fdaec3e7ade9091,[Cl-]->[Pd+2]1(<-[Cl-])<-S(c2ccccc2)c2ccccc2CP->1(c1ccccc1)c1ccccc1,xyz/PARHUM.xyz,1792,eb5799cf206ed1c490e448f8c97278cbaf548cfda85fdde1c112c9381a36d5f1,51,2aab63eb1a47763ed2bb2a2b4addfbaee318b997a1618e2ab402ec022ab91baf,"[""P"",""S"",""Cl"",""Cl""]","[""SMILES"",""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
242,False,58,AKIVOF,0,Ir,5,ae45248c5c2a6f110efcb0acd61cdd9ceb965a378151bc392136459b8b7bbc42,[O+]#[C-]->[IrH+2]1(<-[Cl-])(<-[c-]2ccccc2P->1(c1ccccc1)c1ccccc1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1,xyz/AKIVOF.xyz,2526,ea20f0590969f1ba002ff2b46189062e911b8cae1587c0fbf2af10fb3cc28c5a,72,2ab6c4326aabbda96d87b6d5f939586333626d338dbb92a305507987deac4498,"[""[H]C1CCC([H])C([H])C1[H]"",""CO"",""P"",""P"",""Cl""]","[""SMILES"",""SMILES"",""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
243,False,28,GOLLEZ,4,Cr,6,a7ff47d21eb3a72c1b17a53c3eb6d03ee2a568c74b573a7a8603c91281397f25,CC1CC(C)P(c2ccccc2)(c2ccccc2)->[Cr](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-P1(c1ccccc1)c1ccccc1,xyz/GOLLEZ.xyz,2455,fba8c2546d487781b60b280900967de74c9399d64b804faf88000f6be0a1e723,70,2ae4bbbeab05460bbde88b0e5f545f278670ddfbcd3d38155c2efdcacd0a288a,"[""CO"",""CO"",""CO"",""CO"",""P"",""P""]","[""SMILES"",""SMILES"",""SMILES"",""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
244,False,55,MAHVUP,0,Zn,5,b9f09cd73f438d16b36e5dbb43107402d248e0703663aa4c24d23d58e9fe55e0,CS1c2ccccc2N2=Cc3ccccn3->[Zn+2]<-2<-1(<-[Br-])<-[Br-],xyz/MAHVUP.xyz,1092,7ed57f7ccdd2880f42932a526a9a9c2ae4955821e14c2f5da43bf6a8484a153a,31,2b5a1fd2258231200c065272407d3ecf908c8d1f446194aeb3158858f7e96bd4,"[""[H]C1NC(C([H])NC2C([H])C([H])C([H])C([H])C2S)C([H])C([H])C1[H]"",""Br"",""Br""]","[""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
245,False,63,YIXTOQ,2,Zn,6,66f34412b23c193f498c14f039d6f67177be095977fa44aafedd8afc8880f3eb,c1ccc(C2=O->[Zn+2]34(<-O=C(c5ccccc5)c5ccccc5[O-]->3)(<-[O-]c3ccccc32)<-n2ccccc2-c2ccccn->42)cc1,xyz/YIXTOQ.xyz,2420,5d4ce30b4f4e0701a46bb649e6db3862471211a1bf3f98f8c92d6cae858ed735,69,2b61176c561e0660b1bad2594ba35f06227e05f479c8d753b89378f3c759c4cd,"[""[H]C1NC(C2NC([H])C([H])C([H])C2[H])C([H])C([H])C1[H]"",""[H]C1C([H])C([H])C(C(O)C2C([H])C([H])C([H])C([H])C2O)C([H])C1[H]"",""[H]C1C([H])C([H])C(C(O)C2C([H])C([H])C([H])C([H])C2O)C([H])C1[H]""]","[""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
246,False,23,QUNKIT,3,Fe,5,a5d1ff778ab0f966f47316f261b0e4142fd14e8543c4b1c2dc5719e255ec1db0,CP(C)(C)->[Fe](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-P(C)(C)C,xyz/QUNKIT.xyz,1160,749a378f96267d38febd855d92c18893ec43e2051da9cd363d445c47b6a730e9,33,2b9ffc7b73437c30998ba0fc108400d3f7224e866e99d00407c73432e87daa8c,"[""CO"",""CO"",""CO"",""P"",""P""]","[""SMILES"",""SMILES"",""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
247,False,10,CEFFOI,1,Zn,4,230f52bd0cdac39cb1d9a831b84007fb3e2270f776c9e36505186d5306c74bf9,[Cl-]->[Zn+2]1(<-[Cl-])<-n2ccccc2-c2ccccn->12,xyz/CEFFOI.xyz,812,5d708a7eda269d82436f0d86fca47db3b0fdfeb8e20e45b51de43582c333a004,23,2c3100d4a177775d01d881b777b34bf3259974fb9d1da211b0a6e91f510f4336,"[""[H]C1NC(C2NC([H])C([H])C([H])C2[H])C([H])C([H])C1[H]"",""Cl"",""Cl""]","[""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
248,False,35,CAMYEW,1,Zn,5,6197698d93a648ab0f8a8e81b0e709b9d6f2f6a4d415a29125d9272a34ac66f9,[Cl-]->[Zn+2]12(<-[Cl-])<-N(=Cc3ccc4ccccc4n->13)Nc1ccccn->21,xyz/CAMYEW.xyz,1197,842373a2adbf43c55ce354b6f00ef24d6474e1e682fe6fd0efcae7cf6e79151f,34,2c72a1fa6d26a92174b3086cdd711864bd7daf39070742a5afde7858d0d2f593,"[""[H]C1NC(N([H])NC([H])C2NC3C([H])C([H])C([H])C([H])C3C([H])C2[H])C([H])C([H])C1[H]"",""Cl"",""Cl""]","[""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
249,False,65,MERZAO,2,Pt,4,32f478b17c3df04fa997d21682983bb23d16617afd2424aed7295feb9a56eeb4,Cc1cc(O)ccc1N1CP(c2ccccc2)(c2ccccc2)->[Pt+2](<-[Cl-])(<-[Cl-])<-P(C1)(c1ccccc1)c1ccccc1,xyz/MERZAO.xyz,2492,c5a6db82baf2bccf9d2073f79bf422ce22899648402f5f7dba482291355cf49d,71,2cad13b93993656bf5d01f8988753ad5c44c9d49601185919b5037e5dda84248,"[""P"",""P"",""Cl"",""Cl""]","[""SMILES"",""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
250,False,40,CECBOB,3,Fe,6,417e85e497aaee2313529187ef8728f3d6ae4ab604d883aac4f07239fedcb105,CS1c2ccccc2[S-]->[Fe+2]<-12(<-[C-]#[O+])(<-[C-]#[O+])<-[S-]c1ccccc1S->2C,xyz/CECBOB.xyz,1300,ee3a45209f8ece8356832569fabc98c560bd1108872d1ffd608f47fb6761129d,37,2ccc40c3aa5029b2a5714903677ae994134301dee649a53cc0000a439855534f,"[""[H]C1C([H])C([H])C(S)C(S)C1[H]"",""[H]C1C([H])C([H])C(S)C(S)C1[H]"",""CO"",""CO""]","[""SMILES"",""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
251,False,30,DODTIA,2,Fe,6,c7c86a73ee6f9d43187e028b5b348ed8889545c5a47793ea2b42db5c125006c9,[O+]#[C-]->[Fe]12(<-[C-]#[O+])(<-[C-]#[O+])<-C(=C3c4ccccc4-c4ccccc43)=C->1(c1ccccc1)P->2(c1ccccc1)c1ccccc1,xyz/DODTIA.xyz,2245,0c260cbeb8c3706833a48ce8a5e0196ef9beb2cd70085ac964bb822e71b6fd29,64,2d88906b6055c8ee17274a7403436b58f12ce3f1cc665e38ecbfc3856570dd0f,"[""[H]C1C([H])C([H])C(C(P)CC2C3C([H])C([H])C([H])C([H])C3C3C([H])C([H])C([H])C([H])C23)C([H])C1[H]"",""CO"",""CO"",""CO""]","[""SMILES"",""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
252,False,24,KUYYAG,2,Pd,4,c8bfff0ab89ba3702f4a9bb5295f74de3be4b5108f49452df904025656095197,[Cl-]->[Pd+2](<-[Cl-])(<-n1cc[nH]c1-c1cccs1)<-n1cc[nH]c1-c1cccs1,xyz/KUYYAG.xyz,1232,b16881fba2e85467bf342e3a279bbb20a0bc3b289e76fbbd86a9cc7fef0ca19f,35,2d88a0d16a59b137672c3178b1e5191a785c803e0ca288e4f9d0fcd603e860da,"[""[H]C1NC(C2SC([H])C([H])C2[H])N([H])C1[H]"",""[H]C1NC(C2SC([H])C([H])C2[H])N([H])C1[H]"",""Cl"",""Cl""]","[""SMILES"",""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
253,False,41,XAYRIB,0,Pd,4,921e851be7cd8b97f768179e6a388156744d4b61126eecd06ae029d5f09fe00b,[Cl-]->[Pd+2](<-[Cl-])(<-[C]1N(Cc2ccccc2)C=NN1Cc1ccccc1)<-n1ccccc1,xyz/XAYRIB.xyz,1687,c0d5f1f793981b17f5caaf1655e80d836503a2b3257fd3f303a8e9e3879d19b1,48,2e08296d86732523d4bc0b7287bab3c21d8db26d41345a49513060f27c31ef78,"[""[H]C1C([H])C([H])C(C([H])([H])N2CN(C([H])([H])C3C([H])C([H])C([H])C([H])C3[H])C([H])N2)C([H])C1[H]"",""[H]C1NC([H])C([H])C([H])C1[H]"",""Cl"",""Cl""]","[""SMILES"",""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
